-1.66212 10.6478
0.801202 10.97
-0.885348 10.9521
1.92524 7.1356
-5.4558 10.9298
2.80243 6.52139
1.76759 10.3342
1.71136 13.1241
-1.94153 10.3676
2.10267 10.1316
1.02853 8.14145
3.0764 10.1784
-2.62075 9.62061
-0.63794 10.0672
2.42675 11.4808
4.43748 9.64634
0.482585 8.84522
1.22922 9.17825
1.35585 7.61936
1.87579 5.6514
-0.971684 8.63478
1.60785 8.23435
3.37413 7.67697
1.29928 9.74252
2.94512 7.10243
-0.978036 9.55965
-1.59675 9.3973
-0.645095 5.69896
-1.71631 10.741
-0.796782 8.74937
-0.715332 9.17189
-1.13665 8.55101
1.66351 10.8277
-2.4871 10.8462
0.246919 8.00032
-0.541447 11.2129
1.78654 12.9312
-0.477897 10.9808
-3.36777 9.2118
2.90405 9.06242
-1.60348 10.628
3.12756 13.2453
1.45507 9.76387
2.2268 10.3585
2.34761 10.5459
-0.830344 9.48598
1.32246 10.3718
-0.167482 8.64784
-1.62346 9.99168
0.786088 8.09545
-1.71132 10.7998
-3.22486 12.0369
0.865686 8.15951
-0.202484 8.13487
1.25544 10.671
-1.17296 9.71721
0.103919 8.89752
3.05779 10.7905
-0.348379 8.5548
-0.0596768 7.62843
-2.14692 11.8564
-0.751996 11.5251
1.35246 11.5091
4.39452 8.90047
3.62686 12.8166
-0.412103 7.90307
-1.98189 12.2674
-2.30689 8.83601
-4.93527 8.05734
2.17365 10.0752
2.16128 13.5563
-0.949961 12.1505
-4.73646 9.35719
-0.961917 5.90238
0.544097 8.02255
2.39786 9.78454
1.05236 9.77875
-0.753827 7.10096
0.980346 9.69457
0.742897 9.05421
0.176966 8.64468
-1.28322 11.8564
1.06578 7.02501
-2.61743 9.17887
-1.70915 8.95119
1.1219 11.2286
-1.34688 9.9333
0.115591 11.4972
3.16782 11.6729
0.976487 9.82648
2.48833 11.8771
-0.945834 11.0138
-1.27483 10.0699
-0.167336 10.0242
3.21458 12.2709
1.05938 10.7663
-2.10977 10.8653
-0.42784 9.97796
-2.79222 11.1383
-0.281742 11.1186
2.95228 10.8289
-0.926795 10.2335
1.43314 9.75471
0.689115 12.7764
0.118 9.1039
0.447505 8.90247
2.8698 8.06393
-1.5733 8.07759
-2.90204 12.8213
2.44129 10.9938
0.0641878 5.79399
-1.69653 14.2
-0.955837 13.4598
-1.08431 10.9864
-0.117569 7.94299
-4.06032 9.0222
1.81456 13.6427
-0.707646 8.5557
-0.683905 9.65549
1.89757 8.44515
1.67624 11.177
-0.126571 8.5235
-0.0915738 7.84639
-1.91857 9.07972
2.7052 14.6477
-1.157 9.83488
-1.66828 9.49956
3.06442 9.86266
1.69668 6.34806
0.67713 9.50936
0.930836 12.1133
-2.0641 11.2468
-0.511481 11.0022
2.77044 10.8145
2.66418 10.533
-2.4552 12.8073
-1.27476 9.77471
1.60139 9.11191
-0.0343294 12.1436
-0.30706 7.01766
-1.75158 11.1528
0.684455 10.4285
0.252376 11.2236
-1.51744 11.9894
-2.9473 9.80743
-1.90381 8.88197
2.1115 10.5354
-2.63491 8.92244
-2.51969 11.9881
0.968859 9.87595
-0.138175 7.91574
2.18976 12.5286
-2.04975 9.01558
-1.24025 11.4334
0.920658 7.79629
-0.589995 10.2247
2.02086 7.9558
1.41767 11.2921
0.556434 8.95105
-1.12352 12.6208
1.7047 9.94791
-0.963134 8.5293
-1.76121 11.1334
-0.190441 10.3843
-1.33417 12.2909
4.04703 9.66569
0.291194 7.60402
1.17534 6.86204
1.74836 9.95608
-2.18494 11.0113
0.473845 10.0556
1.34216 7.28412
-3.98026 8.08608
-0.531769 6.35919
1.64738 11.9501
-0.891816 9.16533
1.68609 7.13071
0.929372 10.3065
0.0161873 11.4468
0.489532 9.46746
2.04614 11.6187
-4.96524 12.5142
1.02982 13.1379
1.76779 8.00182
-1.57595 10.6107
3.9813 9.72535
0.129431 10.0423
2.5541 13.3272
-2.44088 11.3093
2.92646 13.6779
1.84335 7.38666
-0.151517 11.3069
1.66291 8.18913
-2.34819 10.1107
1.10125 9.98357
-2.43963 7.43744
-5.0028 9.90037
0.697787 9.63589
2.36387 10.8444
-0.856124 12.6846
-1.04237 9.16465
2.95895 9.99118
0.173674 12.8203
1.42369 6.35965
1.56401 7.07156
-1.32272 8.97541
-0.880111 8.88475
0.946746 11.9691
-4.53819 9.21133
-4.79167 7.96302
0.721291 13.4869
-0.204916 11.0078
-2.24044 11.4657
-0.164427 11.8221
1.30293 7.96546
3.52054 10.6916
-2.86996 11.1593
3.60818 14.0723
0.590331 4.37577
0.562473 10.2794
2.92563 11.1238
-0.800308 8.14481
1.77339 11.8911
-1.11164 12.0262
1.07244 10.1226
1.01521 8.88586
1.08527 10.2897
-3.00708 10.653
-0.84521 11.4484
1.51073 12.1335
-2.66857 12.7899
2.67731 8.9268
1.05393 6.00194
-3.947 8.00537
-0.594244 12.4896
-0.297333 9.34092
-3.27633 10.9531
4.38608 10.9294
0.055897 9.56236
3.16388 10.0926
-0.396562 9.02468
3.43302 10.6813
2.31897 9.74396
1.28836 9.32739
-0.94443 12.3045
-3.3444 2.50484
-1.51903 2.79274
-2.40325 3.84042
-1.53632 4.89733
-1.8614 3.56708
-1.60911 4.39831
-3.66318 3.46469
-0.629239 4.57638
-1.91964 4.15421
-1.68108 5.96364
